ticker,date,ebitda,earningsPerShare,profitMargin,beta,revenue,targetPrice
LSEA,2024-12-05,67312000,0.71,0.01824,1.13,1461271040,15.25
LSF,2024-12-05,-1318685,-0.12,-0.03127,2.219,40896328,13.0
LSH,2024-12-05,-277541,-0.17,-0.0123000005,,18315156,
LSPD,2024-12-05,-73991000,-0.89,-0.13565,2.712,1013184000,18.75188
LSTA,2024-12-05,-23928000,-2.51,,1.224,,14.0
LSTR,2024-12-05,321427008,5.83,0.04302,0.815,4828615168,170.70847
LTBR,2024-12-05,,-0.75,,2.228,,
LTH,2024-12-05,600014016,0.68,0.05673,1.891,2516546048,28.46154
LTRN,2024-12-05,-19525462,-1.78,,1.567,,20.5
LTRX,2024-12-05,6246000,-0.14,-0.03173,2.143,161719008,7.4
LTRY,2024-12-05,-16260646,-8.81,,1.864,6228218,
LUCD,2024-12-05,-43557000,-1.12,,,4189000,3.54167
LUCY,2024-12-05,-8163183,-10.1,,,1561506,14.0
LULU,2024-12-05,2699964928,12.94,0.16343,1.237,9989289984,321.1985
LUMN,2024-12-05,3318000128,-2.17,-0.16057,1.201,13296000000,5.243
LUMO,2024-12-05,-36308000,-4.28,,0.331,2205000,4.25
LUNA,2024-12-05,6895000,-0.03,-0.01821,1.622,116614000,8.5
LUNG,2024-12-05,-55003000,-1.47,-0.72012,0.684,79302000,13.5
LUNR,2024-12-05,-60103000,-2.22,-0.54982,0.352,157768000,16.7
LUV,2024-12-05,1682000000,-0.08,-0.0017499999,1.153,27376001024,29.721
LUXH,2024-12-05,-78387152,-181.3,-1.2954601,-1.186,90865320,
LVLU,2024-12-05,-19971000,-0.74,-0.08448,0.263,327302016,1.49
LVO,2024-12-05,1824000,-0.07,-0.05414,1.621,127817000,2.85833
LVRO,2024-12-05,80019000,-1.11,-0.08118,0.145,9392264192,6.08333
LVS,2024-12-05,3863000064,2.02,0.1329,1.117,11317000192,58.91158
LVTX,2024-12-05,-26883000,-0.89,,0.48,7398000,6.64125
LVWR,2024-12-05,-102580000,-0.51,,0.957,30963000,
LW,2024-12-05,1294400000,4.26,0.09573,0.715,6456399872,80.62
LWAY,2024-12-05,22967000,0.86,0.07688,1.046,176780000,26.5
LWLG,2024-12-05,-21230108,-0.18,,2.019,113190,
LXEO,2024-12-05,-81464000,-12.64,,,,22.28571
LXFR,2024-12-05,39600000,0.32,0.023670001,0.88,384400000,17.0
LXRX,2024-12-05,-210552992,-0.74,,1.244,5229000,3.6
LXU,2024-12-05,80477000,-0.21,-0.0299,0.842,520107008,10.5
LYB,2024-12-05,4421000192,6.59,0.052729998,1.091,40733999104,100.2481
LYEL,2024-12-05,-196600000,-0.79,,-0.483,63000,2.0
LYFT,2024-12-05,-12803000,-0.16,-0.01195,2.041,5460323840,19.41694
LYRA,2024-12-05,-67039000,-1.49,,-0.036,1471000,1.25
LYT,2024-12-05,618477,0.3,0.01347,1.839,21363776,
LYTS,2024-12-05,45729000,0.78,0.04879,0.866,484292000,22.66667
LYV,2024-12-05,1534734976,0.89,0.0201,1.334,23315468288,141.62904
LZ,2024-12-05,54027000,0.13,0.03608,1.061,678838016,8.03333
LZB,2024-12-05,207515008,2.9,0.05886,1.302,2060908032,43.0
LZM,2024-12-05,-291198144,-5.3,,0.302,1020728,14.0
M,2024-12-05,1936999936,0.65,0.00783,2.148,23509000192,17.48182
MA,2024-12-05,16784000000,13.24,0.45262,1.101,27225999360,559.0637
MACI,2024-12-05,,,,,,
MAG,2024-12-05,-14218000,0.72,,1.131,,17.66667
MAGN,2024-12-05,,,,,,
MAIA,2024-12-05,,-1.34,,0.34,,12.625
MAIN,2024-12-05,,5.53,0.89249,1.292,529896992,49.6
MAMA,2024-12-05,9738000,0.13,0.04506,1.039,113593000,11.0
MAMO,2024-12-05,18430328,0.19,0.102139995,,135015760,
MAN,2024-12-05,456300000,0.87,0.00211,1.439,18084700160,70.5
MANH,2024-12-05,265948000,3.52,0.21378,1.517,1024806016,289.83
MANU,2024-12-05,148444992,-0.66,-0.171,0.677,661755008,15.64067
MAPS,2024-12-05,27724000,-0.03,-0.00994,0.778,183311008,2.61
MAR,2024-12-05,4112999936,9.56,0.42131,1.585,6569999872,268.68
MARA,2024-12-05,311134016,0.83,0.16705,,598752000,24.45455
MARX,2024-12-05,,0.24,,,,
MAS,2024-12-05,1494000000,3.76,0.10543,1.25,7881999872,87.22389
MASI,2024-12-05,199000000,1.44,0.03848,0.973,2042599936,169.015
MASS,2024-12-05,-44481000,-1.79,-1.09113,0.976,55162000,5.66667
MAT,2024-12-05,938435008,1.57,0.10241,0.785,5353828864,23.96429
MATH,2024-12-05,-4712397,-0.11,-0.21948999,-0.758,16763545,
MATV,2024-12-05,187500000,-1.2,0.05444,0.691,1974800000,17.16667
MATW,2024-12-05,172274000,-1.93,0.01434,1.05,1829209984,37.0
MATX,2024-12-05,625800000,11.88,0.12372,1.06,3320399872,150.5
MAX,2024-12-05,36047000,0.17,0.01413,1.231,681230016,23.85714
MAXN,2024-12-05,-168663008,-773.0,-0.43845,1.413,828080000,74.66667
MAYS,2024-12-05,1105186,-0.2,-0.01883,-0.047,21593264,
MBAV,2024-12-05,,,,,,
MBC,2024-12-05,349900000,1.14,0.054619998,,2709799936,23.0
MBCN,2024-12-05,,1.75,0.21981001,0.695,64664000,30.66667
MBI,2024-12-05,,-11.19,,1.197,-13000000,6.75
MBIN,2024-12-05,,6.03,0.49751,1.13,607406016,52.5
MBIO,2024-12-05,-20531000,-1.33,,,,
MBLY,2024-12-05,-242000000,-3.66,-1.64131,0.059,1800999936,19.91074
MBOT,2024-12-05,-9410000,-0.79,,1.628,,7.0
MBRX,2024-12-05,-28787000,-12.04,,,,18.0
MBUU,2024-12-05,44080000,-3.97,-0.10905,1.358,744785024,47.25
MBWM,2024-12-05,,4.96,0.36004,0.969,222191008,51.375
MBX,2024-12-05,-59348000,-1.65,,,,37.25
MC,2024-12-05,,0.53,0.0422,1.342,970704000,66.57143
MCAG,2024-12-05,,0.48,,,,
MCB,2024-12-05,,5.34,0.23177,1.128,258166000,75.66667
MCBS,2024-12-05,,2.33,0.43976003,0.602,135566000,36.0
MCD,2024-12-05,13845499904,11.39,0.3179,0.735,25938700288,321.50656
MCFT,2024-12-05,20765000,0.07,-0.01048,1.611,337641984,23.0
MCHP,2024-12-05,1950800000,1.44,0.14220001,1.526,5496600064,84.656
MCHX,2024-12-05,-1362000,-0.09,-0.08602,1.97,48594000,3.25
MCK,2024-12-05,4889999872,19.34,0.0076800003,0.436,330187014144,644.88
MCO,2024-12-05,3313999872,10.96,0.29046,1.289,6896000000,497.85367
MCRB,2024-12-05,-36498000,-0.4,-0.20166,,126325000,3.874
MCRI,2024-12-05,167719008,4.53,0.16819,1.759,515859008,77.5
MCS,2024-12-05,83988000,-0.32,-0.015240001,1.484,670228992,25.0
MCVT,2024-12-05,,0.05,0.08523,0.989,3248401,
MCW,2024-12-05,266640000,0.22,0.075430006,1.607,973694976,9.57857
MCY,2024-12-05,793416000,10.09,0.101780005,0.831,5485187072,80.0
MD,2024-12-05,199036992,-2.34,-0.12648,1.555,2006998016,15.91667
MDAI,2024-12-05,-8391000,-0.63,-0.40783,,27264000,5.33333
MDB,2024-12-05,-264264992,-3.0,-0.12084,1.153,1819609984,345.29468
MDBH,2024-12-05,,-2.69,,,1937885,
MDGL,2024-12-05,-547180032,-25.03,,-0.469,76813000,373.0
MDIA,2024-12-05,-19405000,-0.13,-1.24416,-0.022,45884000,
MDJH,2024-12-05,-1681329,-0.14,,-0.201,114849,
MDLZ,2024-12-05,7414000128,2.82,0.10556,0.561,36151001088,80.2044
MDT,2024-12-05,9013000192,3.27,0.12055001,0.853,32576999424,96.43
MDU,2024-12-05,684428032,1.94,0.0892,0.672,4447205888,21.0
MDWD,2024-12-05,-14503000,-2.91,-0.99166,0.838,20141000,29.0
MDXG,2024-12-05,67507000,0.57,0.25804,1.939,342804000,13.4
MDXH,2024-12-05,-20112000,-1.53,-0.49521,-393982.88,84708000,6.04
ME,2024-12-05,-235118000,-122.52,,1.261,199188000,
MEC,2024-12-05,62191000,0.59,0.020079998,0.967,608880000,19.66667
MED,2024-12-05,27032000,0.67,0.01086,1.158,674475008,16.5
MEDP,2024-12-05,437528992,11.43,0.17658001,1.367,2070866048,347.923
MEG,2024-12-05,34970000,-1.48,-0.052789997,1.863,673078976,37.16667
MEGL,2024-12-05,,,-0.03778,2.989,15430200,
MEI,2024-12-05,47200000,-4.03,-0.13154,0.756,1083299968,11.33333
MEIP,2024-12-05,26380000,-6.99,0.27226,0.706,65297000,
MELI,2024-12-05,2712999936,28.22,0.07771,1.612,18492999680,2274.844
MEOH,2024-12-05,586270976,2.12,0.04126,1.806,3693287936,55.5
MERC,2024-12-05,117355000,-2.85,-0.093339995,1.367,2025448960,7.125
MESA,2024-12-05,31692000,-2.3,-0.19861001,3.123,475518016,
MET,2024-12-05,7036000256,4.93,0.052729998,1.039,71343996928,91.61538
META,2024-12-05,79208996864,21.18,0.35549998,1.215,156226994176,649.0062
METC,2024-12-05,112264000,0.67,0.05353,1.006,698131968,19.0
METCB,2024-12-05,112264000,0.67,0.05353,1.006,698131968,
MFC,2024-12-05,,2.01,0.18975,1.06,30080999424,34.962
MFH,2024-12-05,-7292692,,,,445928,
MFI,2024-12-05,-2127358,-0.02,-0.03759,,30278452,
MFIC,2024-12-05,,1.54,0.37047002,1.55,291576000,14.84375
MFIN,2024-12-05,150782000,1.69,0.13658,2.116,293256992,12.0
MG,2024-12-05,71112000,0.35,0.015240001,1.758,738982976,15.5
MGA,2024-12-05,3857999872,3.75,0.025239998,1.604,42661998592,49.80158
MGEE,2024-12-05,246870000,3.27,0.18148,0.702,653681024,75.0
MGIC,2024-12-05,68584000,0.7,0.06825,1.08,523332000,15.0
MGIH,2024-12-05,-5529092,-0.78,-0.22760999,,38530772,
MGLD,2024-12-05,-6800000,-0.13,-0.15856,,32511000,
MGM,2024-12-05,2556987904,2.79,0.052410003,2.241,17221656576,50.17773
MGNI,2024-12-05,90853000,0.13,0.02616,2.427,661134016,17.875
MGNX,2024-12-05,-99708000,-1.57,-0.69071,2.076,141328992,7.375
MGOL,2024-12-05,-10054835,-5.56,-1.281,,5686288,
MGPI,2024-12-05,192234000,4.82,0.14598,0.653,737716992,63.83333
MGRC,2024-12-05,255420992,9.15,0.25292,0.731,888782976,135.0
MGRM,2024-12-05,-14456522,-0.47,,,364999,6.0
MGRX,2024-12-05,-8505153,-5.7,,,866792,
MGTX,2024-12-05,-155308992,-1.2,,1.247,8122000,23.25
MGX,2024-12-05,-83327000,-2.24,-1.34267,,55080000,17.0
MGY,2024-12-05,937697984,2.03,0.2888,2.002,1311905024,27.86667
MGYR,2024-12-05,,1.23,0.2471,0.276,31497000,
MHH,2024-12-05,8129000,-0.2,-0.0115600005,0.462,194248000,17.625
MHK,2024-12-05,1549473024,8.86,0.052160002,1.389,10812014592,156.60667
MHLD,2024-12-05,,-0.63,-0.71582,1.263,89074000,
MHO,2024-12-05,674227968,18.62,0.12536,2.241,4271981056,197.5
MHUA,2024-12-05,11934838,0.37,0.09846,0.532,94252536,
MI,2024-12-05,,-127.66,3.7070599,3.032,1273946,
MIDD,2024-12-05,825523008,7.27,0.1014,1.585,3869857024,157.2857
MIGI,2024-12-05,-10336873,-3.13,-1.07209,4.243,57233008,
MIND,2024-12-05,3767000,-1.61,0.098780006,1.155,38066000,6.0
MIR,2024-12-05,168500000,-0.32,-0.07922,0.727,836899968,17.25
MIRA,2024-12-05,,-0.55,,,,12.08333
MIRM,2024-12-05,-72902000,-2.08,-0.32509,1.162,307028000,63.0
MIST,2024-12-05,-49194000,-0.8,,1.729,,10.25
MITA,2024-12-05,,-0.16,,0.028,,
MITK,2024-12-05,11767000,-0.14,-0.04047,1.075,166516992,12.3
MITQ,2024-12-05,-1487000,-0.17,-0.06813,0.318,20139000,
MKC,2024-12-05,1270200064,2.94,0.11868,0.764,6678499840,84.78188
MKC-V,2024-12-05,1270200064,2.94,0.11868,0.764,6678499840,
MKDW,2024-12-05,,,,,,
MKFG,2024-12-05,-60961000,-4.41,-1.01177,1.529,86889000,5.0
MKL,2024-12-05,4515948032,216.69,0.17031,0.735,17422280704,1660.1666
MKSI,2024-12-05,871000000,0.46,0.00847,1.624,3544000000,139.25693
MKTW,2024-12-05,72044000,0.13,0.01195,0.411,423377984,1.0
MKTX,2024-12-05,412735008,7.4,0.34320998,1.053,811940992,286.08334
MKZR,2024-12-05,4913860,-1.26,-0.68764997,,17563336,
ML,2024-12-05,45018000,0.29,0.0064499998,2.67,500280992,104.5
MLAB,2024-12-05,41608000,-45.62,-1.0756199,0.865,228380000,133.33333
MLEC,2024-12-05,-8156299,-0.19,-1.29993,-0.544,5625124,3.0
MLGO,2024-12-05,-107966232,-7.03,-0.35411,2.997,606816128,
MLI,2024-12-05,771766976,5.14,0.16393,1.021,3577606912,
MLKN,2024-12-05,385089984,0.87,0.018029999,1.179,3572199936,33.0
MLM,2024-12-05,1945500032,32.21,0.3046,0.897,6513200128,636.55334
MLNK,2024-12-05,54875000,-0.66,-0.16569,0.984,311440000,24.58333
MLP,2024-12-05,-3623000,-0.24,-0.34117,0.46,11273000,
MLR,2024-12-05,107075000,6.02,0.0523,0.955,1331838976,78.0
MLSS,2024-12-05,-6683161,-0.06,-0.54877,1.081,8422489,2.125
MLTX,2024-12-05,-108452872,-1.27,,1.278,,73.92308
MLYS,2024-12-05,,-3.31,,,,32.57143
MMA,2024-12-05,-14648659,-0.91,,,562312,10.515
MMC,2024-12-05,7246000128,8.11,0.16822,0.937,23945000960,231.3795
MMI,2024-12-05,-42376000,-0.81,-0.05005,1.143,622225024,30.0
MMM,2024-12-05,8117000192,9.61,0.13451,1.001,32637999104,146.34889
MMS,2024-12-05,584472000,4.99,0.055910002,0.768,5250279936,114.0
MMSI,2024-12-05,250279008,2.05,0.09054,0.892,1325870976,110.09091
MMV,2024-12-05,-25381984,-0.88,,0.485,9008244,
MMYT,2024-12-05,100604000,1.9,0.26643,1.274,882614976,111.11111
MNDO,2024-12-05,4401000,0.23,0.22081,0.822,21856000,
MNDR,2024-12-05,-15554667,-0.56,-1.117,,13968535,8.0
MNDY,2024-12-05,-23119000,0.44,0.02394,1.299,906588992,320.84708
MNKD,2024-12-05,63688000,0.08,0.08071,1.296,267200000,9.25
MNMD,2024-12-05,,-1.71,,2.332,,26.625
MNOV,2024-12-05,-9797566,-0.21,,0.769,1000000,8.33333
MNPR,2024-12-05,,-1.98,,1.104,,27.33333
MNR,2024-12-05,535593984,-0.35,0.30956,,834326976,23.33333
MNRO,2024-12-05,130826000,0.87,0.0224,1.119,1222302976,29.33333
MNSB,2024-12-05,,1.21,0.18068,0.57,62730000,21.5
MNST,2024-12-05,2105284992,1.56,0.21662001,0.742,7410776064,55.2884
MNTK,2024-12-05,58030000,0.17,0.11796,-0.211,194848992,5.9375
MNTN,2024-12-05,,-0.31,,0.011,,
MNTS,2024-12-05,-43317000,3.83,,0.753,3084000,
MNTX,2024-12-05,31178000,0.46,0.031889997,0.768,294775008,5.8
MNY,2024-12-05,-108781376,-3.1,-1.4255,1.226,88967080,
MO,2024-12-05,12216000512,5.92,0.50511,0.67,20362000384,55.63667
MOBX,2024-12-05,-38123000,-1.38,,-0.917,3921000,
MOD,2024-12-05,344500000,3.04,0.06585,2.246,2484400128,147.35333
MODD,2024-12-05,-17434000,-0.65,,-3.762,,8.0
MODG,2024-12-05,452300000,-0.07,-0.00287,1.759,4212000000,14.47273
MODV,2024-12-05,130922000,-12.87,-0.06566,0.486,2787619072,25.66667
MOFG,2024-12-05,,-4.69,-2.01459,1.003,36677000,34.1
MOG-A,2024-12-05,482364992,6.41,0.05742,1.132,3609159936,222.75
MOG-B,2024-12-05,482364992,6.39,0.05742,1.132,3609159936,
MOGO,2024-12-05,,-0.46,-0.3717,3.294,41873000,8.354
MOH,2024-12-05,1814000000,19.67,0.030469999,0.586,37544001536,369.20358
MOND,2024-12-05,-5814000,-1.17,-0.33594,-0.126,232972000,3.0
MOOV,2024-12-05,1076157056,,0.056209996,,9994689536,
MORN,2024-12-05,518300000,7.57,0.14689,1.182,2222799872,375.0
MOS,2024-12-05,1908199936,1.13,0.0324,1.36,11456400384,32.73737
MOV,2024-12-05,47771000,1.59,0.0545,1.01,663288000,38.0
MOVE,2024-12-05,-27095000,-4.79,,0.187,852000,30.0
MP,2024-12-05,-72689000,-0.52,-0.32237998,2.227,184074000,22.34167
MPAA,2024-12-05,52072000,-3.41,-0.09056,1.438,727865984,
MPB,2024-12-05,,2.91,0.27854002,0.561,173416000,35.83333
MPC,2024-12-05,10341000192,12.89,0.031719998,1.371,142670004224,170.48
MPLN,2024-12-05,557651008,-95.28,-1.63297,0.64,942614016,10.0
MPTI,2024-12-05,8764000,2.0,0.10949001,0.585,44654000,61.0
MPU,2024-12-05,,-0.22,-0.27763999,,25996600,
MPWR,2024-12-05,522235008,8.9,0.21292,1.148,2039447040,827.7846
MPX,2024-12-05,23453000,0.53,0.07322,1.208,259608000,8.0
MQ,2024-12-05,-28777000,0.02,0.02863,1.732,490027008,5.37333
MRAM,2024-12-05,-2450000,0.07,0.028499998,0.902,53865000,9.0
MRBK,2024-12-05,,1.01,0.12251,0.728,92357000,16.0
MRC,2024-12-05,191000000,0.87,0.03091,1.979,3203000064,17.25
MRCC,2024-12-05,,0.61,0.12591,1.078,61955000,8.41667
MRCY,2024-12-05,-14611000,-2.04,-0.13795,0.717,858715008,34.25
MRIN,2024-12-05,-10886000,-3.93,-0.71930003,0.571,16708000,
MRK,2024-12-05,22927998976,4.78,0.19229001,0.411,63174000640,130.3268
MRKR,2024-12-05,,-1.07,-2.78222,1.492,3727435,19.0
MRNA,2024-12-05,-2361999872,-5.81,-0.43771,1.69,5080999936,76.41455
MRNO,2024-12-05,-273674336,-0.83,-2.99691,0.126,446799232,
MRNS,2024-12-05,-128656000,-2.47,,1.262,30263000,1.46667
MRO,2024-12-05,4180999936,2.32,0.20271,2.161,6560999936,31.46889
MRSN,2024-12-05,-77797000,-0.6,-2.1419501,,34837000,6.5
MRT,2024-12-05,-24140094,-0.72,-2.23457,-0.01,18953502,3.0
MRTN,2024-12-05,155640992,0.41,0.03364,0.798,1001497984,17.5
MRUS,2024-12-05,-228456992,-4.03,,1.125,35932000,85.5
MRVI,2024-12-05,1036000,-1.67,-0.81128,0.024,276920000,9.49583
MRVL,2024-12-05,996499968,-1.7,-0.18297,1.436,5278900224,118.06364
MRX,2024-12-05,,2.51,0.12118,,1539449984,33.375
MS,2024-12-05,,6.58,0.19205,1.336,58282000384,125.84706
MSA,2024-12-05,477632000,6.92,0.15159,0.989,1803800064,202.5
MSAI,2024-12-05,-21566000,-1.16,,-0.481,7513000,8.0
MSBI,2024-12-05,,2.3,0.23013,0.719,259944000,27.5
MSCI,2024-12-05,1622592000,15.21,0.43065,1.11,2802725120,640.38464
MSEX,2024-12-05,82934000,2.3,0.22529,0.789,183372000,66.0
MSFT,2024-12-05,136551997440,12.12,0.35608003,0.904,254189993984,504.89957
MSGE,2024-12-05,183570000,3.57,0.18378,,955766976,45.0
MSGM,2024-12-05,-7958559,2.06,0.18792999,2.077,8351878,
MSGS,2024-12-05,155396000,2.92,0.06752,0.672,1037409984,255.6
MSI,2024-12-05,3152000000,9.11,0.1466,0.979,10654999552,496.621
MSM,2024-12-05,486878016,4.58,0.06768,0.826,3820951040,82.0
MSN,2024-12-05,-3724000,-0.15,0.03901,0.469,9459000,
MSS,2024-12-05,-190859,-0.13,-0.03428,,73940224,
MSSA,2024-12-05,-481205,0.57,,-0.052,,
MSTR,2024-12-05,-868441984,-2.48,-0.87047994,3.062,467243008,492.56778
MTA,2024-12-05,-2237000,-0.08,-1.50825,1.477,4785000,
MTAL,2024-12-05,117686000,-3.26,-0.66482,0.045,322583008,15.83333
MTB,2024-12-05,,13.52,0.28109,0.732,8498999808,223.1842
MTC,2024-12-05,-4794555,-0.04,56.277863,0.935,869935,
MTCH,2024-12-05,993089984,2.23,0.17864001,1.487,3485424896,38.8452
MTD,2024-12-05,1142445056,37.12,0.21148,1.159,3762225920,1327.9292
MTDR,2024-12-05,2346853888,7.56,0.29853,3.268,3099644928,74.4
MTEK,2024-12-05,-385923,-0.03,-0.045029998,1.267,6967508,
MTEM,2024-12-05,-13865000,-3.05,-0.61351,1.219,25470000,
MTEN,2024-12-05,1244811,0.09,0.074260004,,9136855,
MTEX,2024-12-05,650000,-0.82,-0.00966,1.164,122380000,
MTG,2024-12-05,1020080000,2.83,0.64088,1.273,1190243968,26.21429
MTH,2024-12-05,1023811008,22.1,0.12627,1.822,6433726976,212.46777
MTN,2024-12-05,819227008,6.06,0.07986,1.138,2885190912,196.33333
MTNB,2024-12-05,-23378000,-4.74,,1.728,,
MTRN,2024-12-05,187984992,3.54,0.044460002,1.189,1668910976,135.0
MTRX,2024-12-05,-24498000,-1.12,-0.04458,1.255,696132992,17.0
MTSI,2024-12-05,148615008,1.04,0.105349995,1.695,729577984,147.46153
MTTR,2024-12-05,-168224000,-0.82,-1.57206,1.068,165426000,5.5
MTUS,2024-12-05,57000000,0.53,0.020480001,1.365,1171600000,20.0
MTW,2024-12-05,125700000,-0.25,-0.00404,1.846,2177799936,12.45
MTX,2024-12-05,374600000,4.71,0.07191,1.308,2124899968,99.0
MTZ,2024-12-05,890001024,1.13,0.0072899996,1.704,12180445184,151.07143
MU,2024-12-05,8944000000,0.7,0.03098,1.179,25110999040,145.91606
MULN,2024-12-05,-267712624,209660.02,,0.487,156570,
MUR,2024-12-05,1715587968,3.11,0.14825,2.203,3191293952,41.76471
MURA,2024-12-05,-168398000,-9.02,,,,16.33333
MUSA,2024-12-05,1003699968,24.17,0.02791,0.756,18275201024,495.0
MUX,2024-12-05,32082000,2.21,0.51590997,1.438,199634000,14.625
MVBF,2024-12-05,,1.41,0.13235,1.048,140251008,24.66667
MVIS,2024-12-05,-79743000,-0.42,,3.03,8147000,3.0
MVST,2024-12-05,-18983000,-0.36,-0.30878,,370988992,4.0
MWA,2024-12-05,276000000,0.74,0.08816,1.335,1314700032,26.33333
MWG,2024-12-05,-2171000,0.06,0.04967,,36016000,
MX,2024-12-05,-36898000,-1.16,-0.20076,0.636,219520000,7.0
MXC,2024-12-05,3909756,0.57,0.17586,0.538,6926917,
MXCT,2024-12-05,-42032000,-0.34,-0.78370005,1.16,45599000,9.25
MXL,2024-12-05,-109920000,-2.73,-0.57367,1.854,393713984,19.5
MYE,2024-12-05,97497000,0.42,0.01875,1.25,823481984,
MYFW,2024-12-05,,0.25,0.03146,0.62,79649000,23.66667
MYGN,2024-12-05,-33900000,-1.28,-0.14085001,1.937,823600000,23.78571
MYNZ,2024-12-05,-21590572,-44.4,,0.076,917203,
MYO,2024-12-05,-8252326,-0.23,-0.33216998,1.555,25239124,7.33333
MYPS,2024-12-05,39949000,-0.2,-0.08748999,0.617,298759008,3.5
MYRG,2024-12-05,119862000,2.28,0.01084,0.889,3536691968,159.33333
MYSZ,2024-12-05,-3075000,-36.16,-0.44376,0.91,9949000,3.0
NA,2024-12-05,-117308496,-3.75,,,50806140,
NABL,2024-12-05,108632000,0.2,0.080819994,0.466,458052992,14.25
NAII,2024-12-05,-3887000,-1.44,-0.06342,0.586,113796000,
NAK,2024-12-05,-18247000,-0.03,,0.752,,1.81
NAMS,2024-12-05,-184059008,-2.21,,-0.001,33594000,36.6205
NAOV,2024-12-05,-2253000,-1.23,-0.83487,1.512,3373000,
NAPA,2024-12-05,137300000,0.45,0.13814001,0.027,405480992,11.22
NARI,2024-12-05,-26132000,-1.35,-0.13678001,0.963,574497984,63.30769
NAT,2024-12-05,145423008,0.3,0.16926001,-0.225,364248992,4.575
NATH,2024-12-05,36319000,5.34,0.15180999,0.207,143756992,
NATL,2024-12-05,705000000,-1.66,-0.02786,,4306999808,37.25
NATR,2024-12-05,40201000,0.88,0.03815,0.862,445095008,22.0
NAUT,2024-12-05,-79399000,-0.56,,1.036,,3.4375
NAVI,2024-12-05,,0.76,0.07625,1.412,1036000000,14.72222
NAYA,2024-12-05,,,,,,
NB,2024-12-05,-13755000,-0.27,,0.27,,8.5
NBBK,2024-12-05,,0.35,0.08788,,146994000,22.0
NBHC,2024-12-05,,3.23,0.3081,0.83,401662016,51.4
NBIS,2024-12-05,714785088,-0.01,-0.07092,0.855,8657141760,
NBIX,2024-12-05,628000000,3.76,0.17206,0.353,2242800128,163.46115
NBN,2024-12-05,,7.68,0.38159,1.06,157668000,104.5
NBR,2024-12-05,890891008,-23.97,-0.04754,2.097,2926107904,87.33333
NBTB,2024-12-05,,2.85,0.25070998,0.482,538801984,53.0
NBY,2024-12-05,-5018000,-74.61,-0.77481,,13060000,3.725
NC,2024-12-05,-19160000,-2.33,-0.0794,0.944,224047008,
NCI,2024-12-05,9079616,0.03,0.025339998,,174202624,
NCL,2024-12-05,-5542652,-0.21,-0.49793,,15179530,
NCLH,2024-12-05,2335180032,1.14,0.0587,2.682,9356740608,29.9915
NCMI,2024-12-05,22100000,-7.34,-0.09498999,2.066,245300000,8.0625
NCNC,2024-12-05,-23955988,-0.15,,1.233,,
NCNO,2024-12-05,24834000,-0.16,-0.05776,0.55,506124992,41.92857
NCPL,2024-12-05,-5200005,-29.19,-1.96478,-0.05,3573853,
NCRA,2024-12-05,-1302371,-0.36,-0.1451,0.791,26403874,
NCSM,2024-12-05,4952000,17.27,0.27985,1.212,152800992,
NDAQ,2024-12-05,2512000000,1.66,0.13667,0.96,7016999936,82.33333
NDLS,2024-12-05,25913000,-0.71,-0.06587,1.731,495816992,3.0
NDRA,2024-12-05,-9520298,-105.78,,0.74,,350.00034
NDSN,2024-12-05,818784000,8.21,0.17746,0.907,2664752128,277.66666
NE,2024-12-05,946401984,3.4,0.1895,0.997,2645918976,44.9
NECB,2024-12-05,,3.69,0.45901,0.595,106663000,27.0
NEE,2024-12-05,14577999872,3.37,0.26492,0.561,26246000640,87.19091
NEGG,2024-12-05,-53601000,-0.15,-0.03924,2.847,1391832960,
NEM,2024-12-05,6008999936,-2.19,-0.07141,0.531,16986999808,55.17444
NEO,2024-12-05,-447000,-0.61,-0.120670006,1.183,644118016,20.90909
NEOG,2024-12-05,179536992,-0.11,-0.025799999,1.223,912198976,16.5
NEON,2024-12-05,-11565000,-0.72,-2.8434799,1.943,3795000,10.25
NEOV,2024-12-05,,-0.09,-1.14888,,2471178,7.5
NEPH,2024-12-05,-1193000,-0.09,-0.09397,1.193,13770000,4.75
NERV,2024-12-05,-24492732,-0.45,,0.17,,5.0
NESR,2024-12-05,253956992,0.54,0.03729,0.512,1229421056,15.0
NET,2024-12-05,-43315000,-0.27,-0.05967,1.097,1572152960,94.18867
NETD,2024-12-05,,,,,,
NEU,2024-12-05,704937984,45.07,0.15569,0.512,2775260928,
NEUE,2024-12-05,-96151000,4.07,-0.3628,0.772,996889984,8.0
NEWP,2024-12-05,-6111629,-0.04,,1.166,,4.586
NEWT,2024-12-05,150867008,1.68,0.1371,1.358,316404992,14.425
NEXA,2024-12-05,474475008,-1.49,-0.07473,1.545,2655439872,7.82143
NEXT,2024-12-05,-157584992,-1.12,,1.262,,10.66667
NFBK,2024-12-05,,0.64,0.2161,0.732,124553000,13.75
NFE,2024-12-05,865030016,0.91,0.0793,1.51,2417879040,20.33333
NFG,2024-12-05,1185879040,0.84,0.03986,0.64,1944809984,69.25
NFGC,2024-12-05,-79438200,-0.21,,0.541,,9.0
NFLX,2024-12-05,9976898560,17.67,0.20701,1.25,37587279872,801.7922
NG,2024-12-05,-24358000,-0.14,,1.097,,10.2215
NGD,2024-12-05,354900000,0.02,0.02333,1.589,861500032,3.28333
NGNE,2024-12-05,-65467000,-4.09,,,925000,55.6
